No.,지역,매장명,주소,우편번호,전화,영업시간,24시간,배달,픽업,드라이브스루,주차,WiFi,매장코드,상태,Latitude,Longitude
175,경기,경기대역,경기 수원시 영통구 대학4로 9,16226,031-217-0026,09:00~20:30,N,Y,Y,N,Y,N,12698,CLOSING,37.300475,127.045515
176,경기,경기북부청사,경기 의정부시 장곡로 620,11775,031-851-8577,10:00~23:00,N,Y,Y,N,N,Y,13031,OPEN,37.7503269,127.071631
177,경기,경안제일,경기 광주시 중앙로 152,464801,031-761-8282,10:00~22:00,N,Y,Y,N,N,Y,11302,CLOSING,37.413098,127.257271
178,경기,고덕국제,경기 평택시 고덕면 고덕중앙로 218,17770,031-665-5055,08:00~01:00,N,Y,Y,N,Y,N,12978,OPEN,37.0478897,127.044955
179,경기,고양,경기 고양시 덕양구 푸른마을로 34-6,412500,031-967-5335,09:00~22:00,N,Y,Y,N,Y,Y,12083,CLOSING,37.710349,126.905034
180,경기,고양관산,경기 고양시 덕양구 관산동 통일로 792,412802,031-964-9339,10:00~22:00,N,Y,Y,N,Y,N,12445,OPEN,37.68875,126.862903
181,경기,고양능곡,"경기 고양시 덕양구 토당로 105 107호 108호(토당동, 대곡역 두산위브2단지)",10509,031-817-0077,09:00~23:00,N,Y,Y,N,Y,N,13168,OPEN,37.6247249,126.816627
182,경기,고양덕은,경기 고양시 덕양구 으뜸로 130 DMC하늘빌딩 110호 111호 112호,10544,02-3159-9900,09:00~24:00,N,Y,Y,N,Y,N,13171,OPEN,37.5799287,126.871225
183,경기,고양삼송,경기 고양시 덕양구 동송로 30,10595,02-6989-7979,10:00~23:00,N,Y,Y,N,N,Y,13060,OPEN,37.6497092,126.897994
184,경기,고양원흥,경기 고양시 덕양구 도내동 957,412060,031-962-3211,09:30~22:30,N,Y,Y,N,Y,N,12580,OPEN,37.63508,126.87147
185,경기,고양행신역,경기 고양시 덕양구 행신동 무원로6번길 50,412825,070-8805-5516,10:00~22:30,N,Y,Y,N,Y,Y,11440,OPEN,37.6148,126.833721
186,경기,곤지암,경기 광주시 곤지암읍 곤지암로 54,464872,031-769-0085,09:00~22:00,N,Y,Y,N,N,Y,11384,OPEN,37.349539,127.341744
187,경기,광교,경기 수원시 영통구 도청로89번길 43,16509,031-212-2205,10:00~22:30,N,Y,Y,N,N,N,12903,OPEN,37.28987,127.04764
188,경기,광교D/T,경기 용인시 수지구 상현동 493-8,448130,031-261-1357,08:30~22:30,N,Y,Y,N,Y,Y,12154,OPEN,37.299144,127.067447
189,경기,광명,경기 광명시 광명로 890,423858,02-2066-7172,09:00~23:00,N,Y,Y,N,N,Y,11401,OPEN,37.478337,126.854248
190,경기,광명소하,경기 광명시 금하로 522 1층,14318,02-899-6415,10:00~22:00,N,Y,Y,N,Y,Y,13117,OPEN,37.4505737,126.890097
191,경기,광명철산,경기 광명시 시청로 106 1층(철산동),14226,02-2611-1001,09:30~21:30,N,Y,Y,N,N,N,13306,OPEN,37.48567,126.866222
192,경기,광명하안,경기 광명시 범안로 1045,423847,02-899-9874,09:00~22:00,N,Y,Y,N,Y,N,12098,OPEN,37.462404,126.87885
193,경기,광주능평,경기 광주시 오포읍 태재로 129 1층,12772,031-726-9881,09:00~22:00,N,Y,Y,N,Y,N,12538,OPEN,37.3579987,127.163517
194,경기,광주오포,경기 광주시 오포읍 양벌리 375-1,464896,031-767-0051,09:00~22:00,N,Y,Y,N,N,N,12539,OPEN,37.378306,127.254369
195,경기,광주태전,경기 광주시 장지동 고불로 43-1,464070,031-763-3500,10:00~22:00,N,Y,Y,N,Y,Y,12461,OPEN,37.393316,127.233201
196,경기,광주퇴촌,경기 광주시 퇴촌면 천진암로 354,12711,031-769-1233,10:00~21:00,N,Y,Y,N,Y,N,12889,OPEN,37.4717178,127.311253
197,경기,구리갈매,"경기 구리시 갈매중앙로 91, 105호",11901,031-528-8892,10:00~22:00,N,Y,Y,N,N,N,12840,OPEN,37.633394,127.117321
198,경기,구리돌다리,경기 구리시 검배로 21,11929,031-564-2233,08:30~24:00,N,Y,Y,N,Y,Y,12065,OPEN,37.59948,127.142618
199,경기,구리인창,경기 구리시 건원대로 75,11918,031-567-7900,09:00~23:00,N,Y,Y,N,N,Y,12067,OPEN,37.60768,127.138632
200,경기,구리토평,경기 구리시 체육관로26,471030,031-568-6601,09:00~22:00,N,Y,Y,N,Y,Y,12015,OPEN,37.586818,127.138191
201,경기,군포당동,경기 군포시 고산로262,435010,031-398-0053,09:00~23:00,N,Y,Y,N,Y,Y,11356,OPEN,37.34675,126.943588
202,경기,군포송정지구,경기 군포시 송부로 42,15880,031-418-0808,09:00~22:00,N,Y,Y,N,N,Y,12957,OPEN,37.3159582,126.918996
203,경기,금곡,경기 남양주시 금곡동 156-40,472010,031-594-1259,10:00~21:00,N,Y,Y,N,Y,Y,12482,OPEN,37.634236,127.210468
204,경기,금정역,경기 군포시 산본천로 213,15806,031-394-8989,10:00~22:00,N,Y,Y,N,N,N,12863,OPEN,37.371879,126.942584
205,경기,금촌,경기 파주시 문화로 105,413814,031-944-5466,08:00~24:00,N,Y,Y,N,N,Y,11262,OPEN,37.763675,126.77432
206,경기,금촌로터리,경기 파주시 황골로 39,413826,031-944-4611,09:00~22:00,N,Y,Y,N,Y,Y,11330,OPEN,37.755755,126.773197
207,경기,김포고촌,경기 김포시 고촌읍 장차로5번길 10,10126,031-987-9268,09:00~22:00,N,Y,Y,N,N,Y,12995,OPEN,37.6031178,126.769808
208,경기,김포구래,경기 김포시 김포한강9로 76번길 41,10071,031-998-9945,09:00~01:00,N,Y,Y,N,Y,Y,12465,OPEN,37.6444222,126.627264
209,경기,김포마산,경기 김포시 김포한강8로148번길 5,10068,031-987-9412,10:00~22:00,N,Y,Y,N,N,Y,13051,OPEN,37.6360122,126.643406
210,경기,김포사우,경기 김포시 사우중로 92,415802,031-982-0214,10:00~23:00,N,Y,Y,N,Y,Y,12352,OPEN,37.62243,126.721721
211,경기,김포양곡,경기 김포시 양촌읍 양곡2로 30번길 7-19,415840,031-985-6472,09:00~22:00,N,Y,Y,N,N,N,12157,OPEN,37.655052,126.627707
212,경기,김포운양,경기 김포시 운양동 1299-1,415050,031-985-7993,09:00~23:00,N,Y,Y,N,Y,Y,12455,OPEN,37.654151,126.682579
213,경기,김포장기,경기 김포시 김포한강 1로 78번길 5(장기동),415060,031-982-7410,09:30~23:00,N,Y,Y,N,N,N,11444,OPEN,37.6449591805751,126.670221420925
214,경기,김포통진,경기 김포시 통진읍 김포대로 2242,415865,031-983-5901,09:00~22:00,N,Y,Y,N,Y,Y,12077,OPEN,37.690487,126.597489
215,경기,김포풍무,경기 김포시 풍무로 122,10116,031-996-1550,08:00~23:00,N,Y,Y,N,N,Y,13019,OPEN,37.6062777,126.722766
216,경기,남양주덕소,경기 남양주시 와부읍 수레로 100,12207,031-577-5366,09:00~22:00,N,Y,Y,N,Y,N,13026,OPEN,37.5919158,127.220207
217,경기,남양주진접,경기 남양주시 진접읍 해밀예당3로 87 1층,12057,031-575-6560,10:00~22:00,N,Y,Y,N,N,N,13283,OPEN,37.7174893,127.197121
218,경기,남양주청학,경기 남양주시 청학로중앙길15,472811,031-825-2233,09:00~22:00,N,Y,Y,N,Y,Y,11339,OPEN,37.708662,127.11788
219,경기,남양주화도D/T,경기 남양주시 화도읍 먹갓로28번길 77-4,12171,031-595-7731,09:00~23:00,N,Y,Y,N,Y,Y,12971,OPEN,37.6578771,127.28358
220,경기,능평삼거리,경기 광주시 오포읍 능평로 216,12773,031-797-1468,09:00~22:00,N,Y,Y,N,Y,N,13058,OPEN,37.3440385,127.178406
221,경기,다산,경기 남양주시 도농로 24 부영 애시앙 상가 143호,472910,031-564-8880,10:00~22:00,N,Y,Y,N,Y,Y,11412,OPEN,37.608619,127.158657
222,경기,다산진건,경기 남양주시 다산순환로 KB골든타워,12285,031-551-7002,09:00~22:00,N,Y,Y,N,Y,N,12915,OPEN,37.6259029,127.156383
223,경기,동두천,경기 동두천시 중앙로 270,483801,031-867-5057,08:00~23:30,N,Y,Y,N,N,Y,11274,OPEN,37.905655,127.054288
224,경기,동수원,경기 수원시 팔달구 인계로 166번길 48-21,442835,031-238-4747,09:00~02:45,N,Y,Y,N,Y,Y,11306,OPEN,37.264569,127.033428
225,경기,동탄산척,경기 화성시 동탄순환대로 245,18501,031-374-0435,09:00~22:00,N,Y,Y,N,Y,N,13000,OPEN,37.169694,127.117684
226,경기,동탄신리천,경기 화성시 동탄기흥로353번길 102 JS에듀타워,18480,031-375-3085,10:00~22:00,N,Y,Y,N,N,N,13159,OPEN,37.187559,127.085477
227,경기,동탄역사,경기 화성시 동탄역로 151,18478,031-378-9271,06:00~21:00,N,Y,Y,N,Y,N,12744,OPEN,37.199455,127.096996
228,경기,동탄주거단지,"경기도 화성시 동탄순환대로20길 118,1층 104~106호(목동)",18484,031-373-2575,09:00~22:00,N,Y,Y,N,Y,Y,12877,OPEN,37.1830013,127.124808
229,경기,동탄커뮤니티,"경기 화성시 동탄순환대로 685, 104호",18466,031-372-8694,10:00~22:00,N,Y,Y,N,Y,Y,12664,OPEN,37.205956,127.110926
230,경기,동탄테크노밸리,경기도 화성시 동탄구 동탄대로 683 SH스퀘어2 1층,18468,031-5183-1006,08:00~22:00,N,Y,Y,N,N,N,13356,OPEN,37.2144615,127.100603
231,경기,동탄호수공원,경기 화성시 동탄면 동탄순환대로 127-19,18505,031-372-2505,09:00~24:00,N,Y,Y,N,Y,Y,12982,OPEN,37.1673941,127.107241
232,경기,동탄CGV,경기 화성시 동탄대로 537,18471,031-378-2018,09:00~22:00,N,Y,Y,N,N,Y,12853,OPEN,37.201873,127.097896
233,경기,롯데마트고양,경기 고양시 덕양구 행신동 중앙동 558번길 21,412836,031-972-5880,10:00~22:00,N,Y,Y,N,Y,Y,11438,OPEN,37.624673,126.83594
234,경기,롯데마트김포한강신도시,경기 김포시 김포한강2로 41,10088,031-984-1311,10:00~21:00,N,Y,Y,N,Y,N,12823,OPEN,37.6406063,126.677397
235,경기,롯데마트수원천천,경기 수원시 장안구 만석로 19번길 25-10,440330,031-268-6305,10:00~21:30,N,Y,Y,N,Y,Y,12185,OPEN,37.296373,126.982183
236,경기,롯데마트시흥,경기 시흥시 비둘기공원로 28(대야동),429874,031-315-5955,10:00~21:30,N,Y,Y,N,Y,N,12234,OPEN,37.443126,126.7919
237,경기,롯데마트시흥배곧,경기 시흥시 서울대학로278번길 67,15011,031-433-0202,10:00~22:00,N,Y,Y,N,Y,Y,12797,OPEN,37.3690096,126.73104
238,경기,롯데마트오산,경기 오산시 경기대로 271,447801,031-377-8187,10:00~21:30,N,Y,Y,N,Y,Y,11364,OPEN,37.149642,127.073035
239,경기,롯데아울렛고양터미널,경기 고양시 일산동구 백석동 1242,410360,031-936-3539,10:30~22:00,N,Y,Y,N,Y,N,12620,OPEN,37.6432127,126.789682
240,경기,롯데아울렛광명,경기 광명시 일직동 500 롯데아울렛광명점 5층내,423090,02-6226-2728,10:30~21:00,N,N,Y,N,Y,Y,12553,OPEN,37.4242127,126.883426
241,경기,롯데이천아울렛,경기 이천시 호법면 프리미엄아울렛로 롯데프리미엄아울렛이천점 1층,17384,031-887-4753,10:30~21:00,N,N,Y,N,Y,N,12574,OPEN,37.241835,127.40046
242,경기,마석,경기 남양주시화도읍 마석로 14,472848,031-593-0400,09:00~23:00,N,Y,Y,N,N,N,11298,OPEN,37.652229,127.306583
243,경기,만안구청,경기 안양시 만안구 안양로 122 만안빌딩 롯데리아,430824,031-468-9927,10:00~22:00,N,Y,Y,N,Y,Y,12354,OPEN,37.385855,126.932733
244,경기,망포역,경기 수원시 영통구 영통동 979-7,443470,031-206-7678,09:00~24:00,N,Y,Y,N,N,Y,12368,OPEN,37.246134,127.056642
245,경기,모란역,"경기 성남시 중원구 광명로 8 1층 일부,2층 일부(성남동, 예지빌딩)",13364,031-722-0773,09:00~24:00,N,Y,Y,N,N,N,13143,OPEN,37.432806,127.130132
246,경기,목감신도시,경기 시흥시 목감우회로 39,14985,031-414-5937,10:00~24:00,N,Y,Y,N,Y,Y,12738,OPEN,37.381995,126.860279
247,경기,문산,경기 파주시 문산읍 문향로 70,413904,031-954-3311,08:30~01:00,N,Y,Y,N,Y,Y,12006,OPEN,37.857702,126.785231
248,경기,미사역,"경기 하남시 미사강변동로 100-1 1025호, 1026호",12912,031-791-1150,10:00~22:00,N,Y,Y,N,Y,Y,12896,OPEN,37.5643105,127.193799
249,경기,배곧신도시,경기 시흥시 배곧4로 103,15010,031-434-1881,09:00~22:00,N,Y,Y,N,Y,N,12778,OPEN,37.374119,126.734045
250,경기,별내,경기 남양주시 별내동 별내 5로 5번길 11,472501,031-575-0076,10:00~22:00,N,Y,Y,N,Y,Y,12207,OPEN,37.650236,127.114279
251,경기,별내신도시,경기 남양주시 별내동 순화궁로 347,472501,031-575-7401,10:00~22:00,N,Y,Y,N,N,Y,12221,OPEN,37.657746,127.125409
252,경기,병점역,경기 화성시 병점노을5로 20 116호~118호(병점동),18371,070-4177-0116,10:00~22:00,N,Y,Y,N,N,N,13357,OPEN,37.205933,127.030606
253,경기,봉일천,경기 파주시 조리읍 봉천로 40,413823,031-949-4061,10:00~22:00,N,Y,Y,N,N,Y,11352,OPEN,37.7438096308418,126.807342589436
254,경기,부천고강,경기 부천시 오정구 역곡로481번길 9,421801,032-677-7654,09:00~23:00,N,Y,Y,N,Y,Y,11300,OPEN,37.527701,126.815457
255,경기,부천도당,경기 부천시 원미구 도당동 58-2,420802,032-683-0045,09:00~23:00,N,Y,Y,N,Y,Y,12484,OPEN,37.519966,126.789495
256,경기,부천범박,경기 부천시 소사구 소사동로 87,422090,070-7778-5623,10:00~23:00,N,Y,Y,N,Y,Y,12085,OPEN,37.473907,126.8041
257,경기,부천상동,경기 부천시 원미구 길주로 91 비잔티움 1층 101호~104호,14543,032-328-4441,09:00~22:00,N,Y,Y,N,Y,Y,11349,OPEN,37.5063068,126.752306
258,경기,부천송내,경기 부천시 원미구 부일로 202-13,420714,032-324-0514,10:00~22:00,N,Y,Y,N,N,Y,11259,OPEN,37.488108,126.75257
259,경기,부천송내D/T,경기 부천시 소사구 경인로 36,14743,032-612-6715,08:30~23:30,N,Y,Y,N,Y,Y,12923,OPEN,37.483245,126.75941
260,경기,부천시청역,경기 부천시 원미구 중동 1031-2,420845,032-321-7704,10:00~22:00,N,Y,Y,N,Y,Y,12422,OPEN,37.505275,126.76263
261,경기,부천약대,경기 부천시 오정구 평천로 725 1층,421810,032-674-1237,09:00~23:00,N,Y,Y,N,N,Y,12347,OPEN,37.515287,126.771487
262,경기,부천역,경기 부천시 소사구 부천로1 부천역사 쇼핑몰,422758,032-613-0410,24시간,Y,Y,Y,N,N,Y,11079,OPEN,37.484215,126.782779
263,경기,부천오정,경기 부천시 오정구 오정로249,421170,032-682-3535,09:30~22:30,N,Y,Y,N,Y,N,11859,OPEN,37.529859,126.785963
264,경기,부천옥길,경기 부천시 소사구 옥길로 129 1층,14784,032-343-0525,10:00~22:00,N,Y,Y,N,Y,Y,13272,OPEN,37.4684302,126.8228
265,경기,부천원종,경기 부천시 오정구 소사로 756,421820,032-679-5985,24시간,Y,Y,Y,N,Y,Y,11266,OPEN,37.523383,126.805196
266,경기,부천중동,경기 부천시 원미구 중동로 254번길 104,420852,032-327-8755,10:00~23:00,N,Y,Y,N,Y,Y,12191,OPEN,37.501508,126.774636
267,경기,분당미금,경기 성남시 분당구 돌마로 68,463808,031-712-1164,09:00~22:00,N,Y,Y,N,Y,Y,11351,OPEN,37.3496268,127.109517
268,경기,분당미금아울렛,경기 성남시 분당구 미금일로154번길 20,463808,031-719-5365,09:00~21:00,N,Y,Y,N,Y,Y,11381,OPEN,37.349281,127.107286
269,경기,분당서현,경기 성남시 분당구 분당로53번길 9,13591,031-703-4333,09:00~23:00,N,Y,Y,N,N,N,13205,OPEN,37.3839715,127.121196
270,경기,분당수내동,경기 성남시 분당구 불정로 256,463865,031-713-2229,24시간,Y,Y,Y,N,N,Y,12374,CLOSING,37.3664857,127.126971
271,경기,산본,경기 군포시 산본로 343번길 21,435805,031-391-9595,09:00~23:00,N,Y,Y,N,N,Y,11270,OPEN,37.359997,126.930593
272,경기,서동탄역,경기 화성시 남여울2길 화성시 남여울2길 4,18428,031-613-4874,09:30~23:00,N,Y,Y,N,Y,Y,12571,OPEN,37.199194,127.052663
273,경기,성남,경기 성남시 수정구 수정로 181,461825,031-755-5454,09:00~02:00,N,Y,Y,N,N,Y,11250,OPEN,37.443599,127.139994
274,경기,성남단대,경기 성남시 중원구 산성대로 372번길 15,462805,031-732-1521,09:00~22:00,N,Y,Y,N,N,Y,11451,OPEN,37.445097,127.158802
275,경기,성남도촌,경기 성남시 중원구 도촌동 604,462080,031-723-9994,10:00~01:00,N,Y,Y,N,Y,Y,12577,OPEN,37.416433,127.151156
276,경기,성남상대원,경기 성남시 중원구 희망로 348,462816,031-735-1722,06:00~24:00,N,Y,Y,N,N,N,11371,OPEN,37.436797,127.15835
277,경기,성남신흥,경기 성남시 수정구 산성대로 241번길 239,461863,031-721-3190,09:00~22:30,N,Y,Y,N,N,N,11257,OPEN,37.43974,127.143872
278,경기,성남양지,경기 성남시 수정구 산성대로 531,461815,031-734-5962,09:00~23:30,N,Y,Y,N,N,Y,11267,OPEN,37.458466,127.164145
279,경기,성남태평역,경기 성남시 수정구 수정로 94-1 1층 일부(수전동),13316,031-697-8814,09:00~02:00,N,Y,Y,N,N,N,13337,OPEN,37.4404277,127.130948
280,경기,성남테크노밸리,경기 성남시 중원구 사기막골로 124,462721,031-776-4188,10:00~22:00,N,Y,Y,N,Y,Y,12056,OPEN,37.440072,127.177651
281,경기,송산새솔동,경기도 화성시 수노을중앙로 122,18244,031-355-3328,10:00~22:00,N,Y,Y,N,Y,Y,12914,OPEN,37.2813662,126.820503
282,경기,수원고색,경기 수원시 권선구 매송고색로691번길 18,16625,031-295-9265,10:00~22:00,N,Y,Y,N,Y,Y,12910,OPEN,37.251211,126.980229
283,경기,수원곡반정,"경기 수원시 권선구 곡반정로 65번길 33, 102호",441400,031-231-1222,10:00~22:00,N,Y,Y,N,N,Y,12385,OPEN,37.234901,127.026959
284,경기,수원권선,경기 수원시 권선구 동수원로 242번길 20,441885,031-221-1832,09:00~24:00,N,Y,Y,N,Y,N,11318,OPEN,37.25041,127.035582
285,경기,수원금곡,"경기 수원시 권선구 금곡로 225 금곡동1115-4 딜라이트2 110, 111호",16391,031-294-0023,09:00~23:40,N,Y,Y,N,N,N,13101,OPEN,37.2751339,126.954771
286,경기,수원당수,경기 수원시 권선구 당진로 20,16375,031-417-3353,09:00~22:00,N,Y,Y,N,N,N,12943,OPEN,37.2908235,126.940721
287,경기,수원매탄,경기 수원시 영통구 중부대로 248,443800,031-215-1294,09:00~22:00,N,Y,Y,N,Y,Y,11255,OPEN,37.274727,127.042771
288,경기,수원북문,경기 수원시 장안구 영화동 301-6,440050,031-256-8007,09:00~22:00,N,Y,Y,N,N,N,11415,OPEN,37.292402,127.011925
289,경기,수원성대,경기 수원시 장안구 서부로 2119 롯데리아 수원성대점,16362,031-293-7755,09:30~23:30,N,Y,Y,N,N,Y,11411,OPEN,37.298027,126.970807
290,경기,수원역광장,경기 수원시 팔달구 덕영대로 924 AK플라자 1F,16622,031-240-0885,24시간,Y,Y,Y,N,Y,N,11076,OPEN,37.2661507,126.999872
291,경기,수원역사,경기 수원시 팔달구 덕영대로 924,442784,031-240-0587,07:00~22:00,N,Y,Y,N,Y,N,12290,OPEN,37.26607,126.999767
292,경기,수원연무,경기 수원시 장안구 창룡대로 197,16219,031-253-3389,09:00~23:00,N,Y,Y,N,Y,N,12719,OPEN,37.292645,127.031776
293,경기,수원영통,경기 수원시 영통구 청명남로 21,16704,031-206-0066,09:00~24:00,N,Y,Y,N,Y,N,12919,OPEN,37.252035,127.07445
294,경기,수원율현,경기 수원시 팔달구 일월로22번길 4,16424,031-292-1740,10:00~22:00,N,Y,Y,N,N,N,11361,OPEN,37.285222,126.98038
295,경기,수원정자,"경기 수원시 장안구 정자천로173번길 17, 1층 107호",16334,031-269-0069,09:00~24:00,N,Y,Y,N,Y,Y,12048,OPEN,37.295554,126.993615
296,경기,수원탑동,경기 수원시 권선구 탑동로 68,441440,031-294-1840,09:30~22:30,N,Y,Y,N,N,N,12508,OPEN,37.274946,126.973846
297,경기,수원터미널,경기 수원시 권선구 경수대로 270 1311호,441713,031-267-7942,09:00~23:30,N,Y,Y,N,Y,Y,11324,OPEN,37.250443,127.020885
298,경기,수원파장,경기 수원시 장안구 파장로 91,16337,031-268-7087,10:00~23:00,N,Y,Y,N,Y,N,13055,OPEN,37.3072103,126.990712
299,경기,수원팔달,경기 수원시 팔달구 정조로 777,442023,031-243-6983,24시간,Y,Y,Y,N,N,Y,11387,OPEN,37.277308,127.01611
300,경기,수원호매실,경기 수원시 권선구 금곡로 106(금곡동),441842,031-292-1213,09:00~23:00,N,Y,Y,N,Y,N,12254,OPEN,37.273959,126.942215
301,경기,수원화서,경기 수원시 팔달구 팔달로 105,442860,031-255-4333,09:00~22:00,N,Y,Y,N,Y,Y,11278,OPEN,37.27807,127.003171
302,경기,수지풍덕천,경기 용인시 수지구 풍덕천로 133,16837,031-265-9989,09:00~23:00,N,Y,Y,N,Y,N,12690,OPEN,37.323668,127.096211
303,경기,시흥거모,경기 시흥시 도일로135번길 4,15070,031-492-3188,09:00~23:00,N,Y,Y,N,Y,Y,12389,OPEN,37.342528,126.784621
304,경기,시흥능곡,"경기 시흥시 장현능곡로 198 (능곡동,126,127호)",429240,031-316-2727,09:00~23:00,N,Y,Y,N,Y,N,11996,OPEN,37.36904,126.811999
305,경기,시흥시화,경기 시흥시 옥구상가2길 4,429864,031-496-0811,09:00~23:30,N,Y,Y,N,Y,Y,11343,OPEN,37.353929,126.723955
306,경기,시흥연성,경기 시흥시 진말로 19번길 16,429842,031-404-2233,09:00~22:00,N,Y,Y,N,Y,Y,11350,OPEN,37.379269,126.78387
307,경기,시흥월곶,경기 시흥시 월곶동 월곶중앙로(61) 월곶동,429834,031-432-7500,10:00~22:00,N,Y,Y,N,N,Y,12112,OPEN,37.388628,126.738324
308,경기,시흥은계,경기 시흥시 은계번영길 25,14923,031-311-5318,09:00~22:00,N,Y,Y,N,Y,Y,12974,OPEN,37.4367478,126.803938
309,경기,시흥은행,경기 시흥시 대은로83,429874,031-404-0361,09:00~22:30,N,Y,Y,N,Y,Y,11315,OPEN,37.444955,126.797533
310,경기,시흥정왕,경기 시흥시 정왕대로 220,429861,031-319-3191,09:00~22:00,N,Y,Y,N,Y,Y,11294,OPEN,37.345453,126.737672
311,경기,시흥정왕역,경기 시흥시 마유로418번 길10,429450,031-499-8712,08:00~22:00,N,Y,Y,N,Y,N,12093,OPEN,37.351382,126.741768
312,경기,시흥제일,경기 시흥시 호현로10번길 17,429828,031-313-2222,09:00~22:00,N,Y,Y,N,N,Y,11358,OPEN,37.441092,126.785054
313,경기,시흥하중,경기 시흥시 하중로 213-1,14976,031-317-0957,10:00~22:00,N,Y,Y,N,Y,N,12647,OPEN,37.392513,126.805751
314,경기,신호매실,경기 수원시 권선구 호매실동 호매실로104번길 24-61,441450,031-296-2141,10:00~22:00,N,Y,Y,N,Y,N,12520,OPEN,37.257189,126.964058
315,경기,안산그랑시티자이,"경기 안산시 상록구 해양1로 199, 그랑시티 PORT AVENUE",15596,031-406-0959,10:00~22:00,N,Y,Y,N,N,Y,13036,OPEN,37.2827688,126.830603
316,경기,안산반월,경기 안산시 상록구 건건2길 6,426210,031-437-2230,10:00~22:00,N,Y,Y,N,Y,Y,12277,OPEN,37.303875,126.902042
317,경기,안산본오,경기 안산시 상록구 샘골로 150 동성빌딩 101,426815,031-416-3374,09:30~24:00,N,Y,Y,N,Y,Y,11328,OPEN,37.29721,126.863406
318,경기,안산부곡,경기 안산시 상록구 부곡로 118,15305,031-418-0502,09:30~21:30,N,Y,Y,N,Y,Y,12676,OPEN,37.332449,126.863309
319,경기,안산사동,경기 안산시 상록구 항가울로 28,15629,031-408-5856,10:00~22:00,N,Y,Y,N,N,N,13045,OPEN,37.2847835,126.847728
320,경기,안산상록수,경기 안산시 상록구 상록수로40,426815,031-419-4200,24시간,Y,Y,Y,N,Y,Y,11260,OPEN,37.302244,126.864379
321,경기,안산선부,경기 안산시 단원구 선부로 166,425143,031-413-3366,09:00~23:00,N,Y,Y,N,Y,N,11261,OPEN,37.340368,126.814638
322,경기,안산신도시,경기 안산시 단원구 고잔동 광덕대로 154 로데오타운 1F,425906,031-480-5557,09:00~01:30,N,Y,Y,N,Y,Y,11347,OPEN,37.310132,126.83056
323,경기,안산역사,경기 안산시 단원구 중앙대로 462,425849,031-491-4774,08:00~02:00,N,Y,Y,N,Y,Y,11359,OPEN,37.327031,126.78957
324,경기,안산와동,경기 안산시 단원구 와동로 43,15254,031-401-2188,09:00~22:00,N,Y,Y,N,N,Y,12756,OPEN,37.334881,126.82895
325,경기,안산제일,경기 안산시 단원구 선부광장1로 56,425831,031-475-2020,24시간,Y,Y,Y,N,Y,Y,11355,OPEN,37.336573,126.810735
326,경기,안산중앙,"경기 안산시 단원구 고잔로 88,103, 104 (고잔동, 지스타)",15360,070-5213-5656,10:00~24:00,N,Y,Y,N,N,N,13167,OPEN,37.3187366,126.836027
327,경기,안산초지,경기 안산시 단원구 광덕1로 55,425854,031-403-3558,09:00~23:00,N,Y,Y,N,Y,N,11340,OPEN,37.30882,126.815831
328,경기,안산한양대,경기 안산시 상록구 광덕1로 379,426863,031-501-7474,09:00~23:00,N,Y,Y,N,N,Y,11856,OPEN,37.308639,126.851255
329,경기,안산D/T,경기 안산시 상록구 예술광장1로 68,15288,031-485-0228,24시간,Y,Y,Y,N,Y,N,11069,OPEN,37.328163,126.84808
330,경기,안성공도터미널D/T,경기 안성시 공도읍 용두리 275-123,17561,031-658-8202,09:00~22:00,N,Y,Y,N,Y,Y,13095,OPEN,36.998496,127.16511
331,경기,안성공도D/T,경기 안성시 공도읍 서동대로 3904-6,456826,031-692-3389,24시간,Y,Y,Y,N,Y,Y,12058,OPEN,36.994338,127.140462
332,경기,안성대림,경기 안성시 공도읍 마정리 144-2 1층,17548,031-656-8202,10:00~22:00,N,Y,Y,N,Y,N,13279,OPEN,37.0086947,127.195929
333,경기,안성아양,"경기 안성시 옥산동 593 폴리프라자 117,118,119호",00000,031-676-1173,09:00~24:00,N,Y,Y,N,N,Y,13119,OPEN,37.0070623,127.258303
334,경기,안성죽산,경기 안성시 죽산면 죽주로 282 롯데리아,17519,031-671-3336,10:00~22:00,N,Y,Y,N,Y,N,13074,OPEN,37.0759072,127.426432
335,경기,안성중앙,경기 안성시 중앙로 397,456330,031-672-6618,24시간,Y,Y,Y,N,N,Y,11354,OPEN,37.007462,127.270912
336,경기,안성중앙대,경기 안성시 대덕면 대학2길 22,17546,031-676-4599,10:00~24:00,N,Y,Y,N,N,Y,12895,OPEN,37.001656,127.224469
337,경기,안양,경기 안양시 만안구 안양로292번길 28 롯데리아안양점,13992,031-447-0289,08:00~23:00,N,Y,Y,N,N,Y,13286,OPEN,37.3989272,126.923309
338,경기,안양관양,경기 안양시 동안구 관악대로291(관양동),431805,031-381-8320,09:00~24:00,N,Y,Y,N,Y,Y,12220,OPEN,37.403122,126.955272
339,경기,안양박달D/I,경기 안양시 만안구 박달로 432,430848,031-441-6319,09:00~22:30,N,Y,Y,N,Y,Y,12241,OPEN,37.401588,126.901051
340,경기,안양범계,"경기 안양시 동안구 시민대로 175 119,120,121,122",14048,031-383-1365,08:00~23:00,N,Y,Y,N,Y,N,13268,OPEN,37.3913194,126.950397
